index,個案研判日,縣市別,鄉鎮,新增確診人數,累積確診人數,當日確診率
55614,2021-05-21,台北市,中山區,8,31,0.0
55615,2021-05-21,台北市,士林區,6,25,0.0
55616,2021-05-21,台北市,北投區,5,24,0.0
55617,2021-05-21,台北市,內湖區,3,22,0.0
55618,2021-05-21,台北市,松山區,1,21,0.0
55619,2021-05-21,台北市,南港區,2,20,0.0
55670,2021-05-20,台北市,萬華區,39,345,0.0002
55671,2021-05-20,台北市,文山區,3,35,0.0
55672,2021-05-20,台北市,中正區,5,30,0.0
55673,2021-05-20,台北市,信義區,6,29,0.0
55674,2021-05-20,台北市,大同區,2,28,0.0
55675,2021-05-20,台北市,大安區,2,28,0.0
55676,2021-05-20,台北市,中山區,8,23,0.0
55677,2021-05-20,台北市,松山區,2,20,0.0
55678,2021-05-20,台北市,士林區,2,19,0.0
55679,2021-05-20,台北市,內湖區,3,19,0.0
55680,2021-05-20,台北市,北投區,5,19,0.0
55681,2021-05-20,台北市,南港區,4,18,0.0
55738,2021-05-19,台北市,萬華區,34,306,0.0002
55739,2021-05-19,台北市,文山區,5,32,0.0
55740,2021-05-19,台北市,大同區,1,26,0.0
55741,2021-05-19,台北市,大安區,4,26,0.0
55742,2021-05-19,台北市,中正區,2,25,0.0
55743,2021-05-19,台北市,信義區,1,23,0.0
55744,2021-05-19,台北市,松山區,4,18,0.0
55745,2021-05-19,台北市,士林區,10,17,0.0
55746,2021-05-19,台北市,內湖區,2,16,0.0
55747,2021-05-19,台北市,中山區,2,15,0.0
55748,2021-05-19,台北市,北投區,1,14,0.0
55749,2021-05-19,台北市,南港區,4,14,0.0
55803,2021-05-18,台北市,萬華區,50,272,0.0003
55804,2021-05-18,台北市,文山區,14,27,0.0001
55805,2021-05-18,台北市,大同區,9,25,0.0001
55806,2021-05-18,台北市,中正區,6,23,0.0
55807,2021-05-18,台北市,大安區,3,22,0.0
55808,2021-05-18,台北市,信義區,9,22,0.0
55809,2021-05-18,台北市,內湖區,1,14,0.0
55810,2021-05-18,台北市,松山區,3,14,0.0
55811,2021-05-18,台北市,中山區,3,13,0.0
55812,2021-05-18,台北市,北投區,1,13,0.0
55813,2021-05-18,台北市,南港區,3,10,0.0
55814,2021-05-18,台北市,士林區,1,7,0.0
55861,2021-05-17,台北市,萬華區,96,222,0.0005
55862,2021-05-17,台北市,大安區,6,19,0.0
55863,2021-05-17,台北市,中正區,9,17,0.0001
55864,2021-05-17,台北市,大同區,10,16,0.0001
55865,2021-05-17,台北市,內湖區,4,13,0.0
55866,2021-05-17,台北市,文山區,7,13,0.0
55867,2021-05-17,台北市,信義區,3,13,0.0
55868,2021-05-17,台北市,北投區,5,12,0.0
55869,2021-05-17,台北市,松山區,6,11,0.0
55870,2021-05-17,台北市,中山區,8,10,0.0
55871,2021-05-17,台北市,士林區,4,6,0.0
55916,2021-05-16,台北市,萬華區,65,126,0.0004
55917,2021-05-16,台北市,大安區,6,13,0.0
55918,2021-05-16,台北市,信義區,4,10,0.0
55919,2021-05-16,台北市,內湖區,2,9,0.0
55920,2021-05-16,台北市,中正區,3,8,0.0
55921,2021-05-16,台北市,南港區,5,7,0.0
55922,2021-05-16,台北市,大同區,1,6,0.0
55923,2021-05-16,台北市,文山區,3,6,0.0
55924,2021-05-16,台北市,士林區,2,2,0.0
55925,2021-05-16,台北市,中山區,2,2,0.0
55963,2021-05-15,台北市,萬華區,55,61,0.0003
55964,2021-05-15,台北市,大安區,3,7,0.0
55965,2021-05-15,台北市,內湖區,1,7,0.0
55966,2021-05-15,台北市,北投區,5,7,0.0
55967,2021-05-15,台北市,信義區,5,6,0.0
55968,2021-05-15,台北市,大同區,4,5,0.0
55969,2021-05-15,台北市,中正區,5,5,0.0
55970,2021-05-15,台北市,松山區,5,5,0.0
55971,2021-05-15,台北市,文山區,1,3,0.0
55972,2021-05-15,台北市,南港區,2,2,0.0
56005,2021-05-14,台北市,萬華區,4,6,0.0
56006,2021-05-14,台北市,大安區,1,4,0.0
56007,2021-05-14,台北市,北投區,1,2,0.0
56025,2021-05-13,台北市,萬華區,1,2,0.0
56026,2021-05-13,台北市,北投區,1,1,0.0
56041,2021-05-12,台北市,萬華區,1,1,0.0
56057,2021-05-11,台北市,內湖區,1,6,0.0
56075,2021-05-08,台北市,內湖區,1,5,0.0
56095,2021-05-02,台北市,大安區,1,3,0.0
56101,2021-05-01,台北市,大安區,1,2,0.0
56112,2021-04-29,台北市,內湖區,1,4,0.0
56628,2020-04-09,台北市,文山區,1,2,0.0
56646,2020-04-03,台北市,內湖區,1,3,0.0
56652,2020-04-02,台北市,內湖區,1,2,0.0
56660,2020-03-31,台北市,文山區,1,1,0.0
56682,2020-03-26,台北市,大安區,1,1,0.0
56698,2020-03-22,台北市,信義區,1,1,0.0
56710,2020-03-20,台北市,大同區,1,1,0.0
56711,2020-03-20,台北市,內湖區,1,1,0.0
