"最高點日期","新增確診人數","當日確診率","index","smooth","最高點_smooth"
2022-05-16,268,0.0094,53,0.00917142857142857,0.00915102040816326
2022-05-17,384,0.0094,54,0.009,0.00862244897959184
2022-05-16,466,0.007,53,0.00695714285714286,0.00689795918367347
2022-05-17,293,0.0043,54,0.00475714285714286,0.00451836734693878
