"最高點日期","新增確診人數","當日確診率","index","smooth","最高點_smooth"
2022-05-16,189,0.0044,53,0.00475714285714286,0.00471836734693878
2022-05-15,242,0.0052,52,0.00521428571428571,0.00527755102040816
2022-05-16,358,0.0044,53,0.00438571428571429,0.00436734693877551
2022-05-17,309,0.0032,54,0.00317142857142857,0.00296122448979592
