"最高點日期","新增確診人數","當日確診率","index","smooth","最高點_smooth"
2022-05-16,200,0.0058,53,0.00678571428571429,0.00667755102040816
2022-05-15,261,0.006,52,0.00677142857142857,0.00661020408163265
2022-05-17,468,0.0073,54,0.00624285714285714,0.00613673469387755
2022-05-17,320,0.0056,54,0.00442857142857143,0.0043530612244898
