"最高點日期","新增確診人數","當日確診率","index","smooth","最高點_smooth"
2022-05-14,212,0.0063,51,0.00562857142857143,0.00546122448979592
2022-05-16,185,0.0051,53,0.00765714285714286,0.00766734693877551
2022-05-15,327,0.0051,52,0.00611428571428571,0.00604285714285714
2022-05-17,413,0.0054,54,0.00384285714285714,0.00384081632653061
