"最高點日期","新增確診人數","當日確診率","index","smooth","最高點_smooth"
2022-05-15,110,0.0036,52,0.0044,0.00434081632653061
2022-05-17,262,0.0074,54,0.00637142857142857,0.00630408163265306
2022-05-17,335,0.0053,54,0.00468571428571429,0.00456734693877551
2022-05-19,255,0.0033,56,0.00292857142857143,0.00298979591836735
