"最高點日期","新增確診人數","當日確診率","index","smooth","最高點_smooth"
2022-05-18,136,0.0048,55,0.00434285714285714,0.00416122448979592
2022-05-17,190,0.0083,54,0.00582857142857143,0.00569795918367347
2022-05-18,207,0.0049,55,0.00428571428571429,0.0041530612244898
2022-05-19,100,0.0032,56,0.00265714285714286,0.00268775510204082
