"最高點日期","新增確診人數","當日確診率","index","smooth","最高點_smooth"
2022-05-17,271,0.0085,54,0.00681428571428571,0.00673061224489796
2022-05-17,362,0.0097,54,0.00782857142857143,0.00773877551020408
2022-05-17,481,0.0083,54,0.00635714285714286,0.00627142857142857
2022-05-19,254,0.0048,56,0.00452857142857143,0.00437142857142857
